,MedianIncome,ZipCode
1391,53185.0,14143
1392,56938.0,14145
1393,51852.0,14150
1394,52888.0,14167
1395,62396.0,14170
1396,43793.0,14171
1397,58750.0,14172
1398,64554.0,14174
1399,21594.0,14201
1400,40525.0,14202
1401,26667.0,14203
1402,23259.0,14204
1403,34293.0,14206
1404,26630.0,14207
1405,24809.0,14208
1406,30086.0,14209
1407,32197.0,14210
1408,20983.0,14211
1409,25660.0,14212
1410,25939.0,14213
1411,38698.0,14214
1412,31048.0,14215
1413,45764.0,14216
1414,50254.0,14217
1415,36362.0,14218
1416,48952.0,14219
1417,45831.0,14220
1418,75189.0,14221
1419,52073.0,14222
1420,57076.0,14223
1421,57375.0,14224
1422,45279.0,14225
1423,60545.0,14226
1424,49821.0,14227
1425,47801.0,14228
1426,,14280
1427,21945.0,14301
1428,27567.0,14303
1429,47878.0,14304
1430,34085.0,14305
1431,42967.0,14411
1432,63083.0,14414
1433,31765.0,14415
1434,58750.0,14416
1435,50156.0,14418
1436,54643.0,14420
1437,64286.0,14422
1438,54665.0,14423
1439,53231.0,14424
1440,58496.0,14425
1441,49922.0,14427
1442,59587.0,14428
1443,53819.0,14432
1444,44688.0,14433
1445,63250.0,14435
1446,42938.0,14437
1447,45313.0,14441
1448,49683.0,14445
1449,76552.0,14450
1450,51625.0,14454
1451,48158.0,14456
1452,50677.0,14462
1453,62783.0,14464
1454,67365.0,14466
1455,65649.0,14467
1456,64802.0,14468
1457,61694.0,14469
1458,51918.0,14470
1459,53939.0,14471
1460,91477.0,14472
1461,72708.0,14475
1462,59179.0,14476
1463,54375.0,14477
1464,49417.0,14478
1465,47143.0,14479
1466,45865.0,14480
1467,57071.0,14481
1468,55470.0,14482
1469,44316.0,14485
1470,51250.0,14486
1471,67542.0,14487
1472,42778.0,14489
1473,65601.0,14502
1474,52566.0,14504
1475,60000.0,14505
1476,96538.0,14506
1477,55625.0,14507
1478,43750.0,14510
1479,50682.0,14512
1480,45583.0,14513
1481,63798.0,14514
1482,54779.0,14516
1483,39970.0,14517
1484,63538.0,14519
1485,44907.0,14521
1486,50612.0,14522
1487,63179.0,14525
1488,77386.0,14526
1489,47697.0,14527
1490,48153.0,14530
1491,52500.0,14532
1492,56058.0,14533
1493,106113.0,14534
1494,44688.0,14536
1495,59740.0,14541
1496,86875.0,14543
1497,58558.0,14544
1498,58750.0,14545
1499,57295.0,14546
1500,62031.0,14548
1501,62951.0,14550
1502,47239.0,14551
1503,57500.0,14555
1504,69564.0,14559
1505,56858.0,14560
1506,60578.0,14561
1507,76231.0,14564
1508,76042.0,14568
1509,42313.0,14569
1510,54659.0,14571
1511,42660.0,14572
1512,69189.0,14580
1513,29063.0,14585
1514,70027.0,14586
1515,55558.0,14589
1516,42439.0,14590
1517,62768.0,14591
1518,,14603
1519,11830.0,14604
1520,18569.0,14605
1521,38545.0,14606
1522,40502.0,14607
1523,20796.0,14608
1524,42123.0,14609
1525,56629.0,14610
1526,24664.0,14611
1527,59216.0,14612
1528,28425.0,14613
1529,3906.0,14614
1530,38620.0,14615
1531,48975.0,14616
1532,60650.0,14617
1533,81902.0,14618
1534,39494.0,14619
1535,38554.0,14620
1536,23735.0,14621
1537,51875.0,14622
1538,46149.0,14623
1539,61136.0,14624
1540,70114.0,14625
1541,53944.0,14626
1542,35997.0,14701
1543,50647.0,14706
1544,43333.0,14708
1545,43173.0,14709
1546,51156.0,14710
1547,41000.0,14711
1548,57931.0,14712
1549,40750.0,14714
1550,45030.0,14715
1551,35708.0,14716
1552,38333.0,14717
1553,57813.0,14718
1554,43036.0,14719
1555,25227.0,14721
1556,44861.0,14723
1557,45667.0,14724
1558,41336.0,14726
1559,48077.0,14727
1560,62736.0,14728
1561,52961.0,14729
1562,54625.0,14731
1563,42891.0,14733
1564,38278.0,14735
1565,34107.0,14736
1566,37113.0,14737
1567,47956.0,14738
1568,38872.0,14739
1569,49345.0,14740
1570,55966.0,14741
1571,42799.0,14743
1572,50298.0,14744
1573,43482.0,14747
1574,31667.0,14748
1575,53176.0,14750
1576,32708.0,14753
1577,43750.0,14754
1578,46037.0,14755
1579,44698.0,14757
1580,41807.0,14760
1581,42986.0,14767
1582,48977.0,14769
1583,50816.0,14770
1584,43494.0,14772
1585,40769.0,14775
1586,47917.0,14777
1587,31537.0,14779
1588,48452.0,14781
1589,44926.0,14782
1590,29583.0,14784
1591,42455.0,14787
1592,45810.0,14801
1593,19018.0,14802
1594,49375.0,14803
1595,61875.0,14804
1596,53750.0,14805
1597,49792.0,14806
1598,45821.0,14807
1599,36250.0,14808
1600,42902.0,14809
1601,43750.0,14810
1602,56211.0,14812
1603,44223.0,14813
1604,72667.0,14814
1605,47500.0,14815
1606,49583.0,14816
1607,59618.0,14817
1608,45208.0,14818
1609,38854.0,14819
1610,41534.0,14820
1611,47500.0,14821
1612,35708.0,14822
1613,49868.0,14823
1614,74650.0,14824
1615,56481.0,14825
1616,46902.0,14826
1617,51902.0,14830
1618,51728.0,14836
1619,44318.0,14837
1620,55045.0,14838
1621,48667.0,14839
1622,51893.0,14840
1623,58538.0,14841
1624,79009.0,14842
1625,40638.0,14843
1626,61005.0,14845
1627,42198.0,14846
1628,48080.0,14847
1629,46331.0,14850
1630,,14853
1631,43750.0,14855
1632,49554.0,14858
1633,39444.0,14859
1634,53750.0,14860
1635,47083.0,14861
1636,53650.0,14864
1637,38839.0,14865
1638,49464.0,14867
1639,52125.0,14869
1640,59469.0,14870
1641,64468.0,14871
1642,34258.0,14872
1643,48897.0,14873
1644,43250.0,14874
1645,40682.0,14877
1646,65909.0,14878
1647,45119.0,14879
1648,42130.0,14880
1649,14803.0,14881
1650,76929.0,14882
1651,48929.0,14883
1652,51000.0,14884
1653,37000.0,14885
1654,62900.0,14886
1655,50000.0,14889
1656,44448.0,14891
1657,49623.0,14892
1658,40417.0,14894
1659,38778.0,14895
1660,41905.0,14897
1661,38472.0,14898
1662,28844.0,14901
1663,45000.0,14903
1664,36250.0,14904
1665,59159.0,14905
1666,,14925
